order_id,order_date,customer_id,store_id,promotion_id,channel,payment_method,order_status,subtotal,tax_amount,shipping_amount,total_amount,total_cost
ORD-010282,2024-07-02,CUST-00960,,PROMO-014,Mobile App,Apple Pay,Cancelled,1158.24,86.87,0.46,1245.57,439.46
ORD-010283,2024-11-21,CUST-01461,,PROMO-014,Marketplace,PayPal,Returned,125.27,9.4,8.02,142.69,51.74
ORD-010284,2023-12-08,CUST-02281,,PROMO-014,Phone,Credit Card,Returned,497.84,37.34,11.67,546.85,197.0
ORD-010285,2024-11-16,CUST-00978,,PROMO-014,Marketplace,Apple Pay,Completed,1664.92,124.87,9.98,1799.77,575.36
ORD-010286,2023-12-11,CUST-02211,,PROMO-014,Marketplace,Credit Card,Completed,1130.51,84.79,6.8,1222.1,519.91
ORD-010287,2023-03-21,CUST-00117,,PROMO-014,Website,Debit Card,Returned,676.86,50.76,14.26,741.88,373.58
ORD-010288,2024-08-19,CUST-00407,,PROMO-014,Website,PayPal,Completed,287.8,21.58,5.75,315.13,96.32
ORD-010289,2024-05-28,CUST-02395,STORE-010,PROMO-014,In-Store,Credit Card,Completed,1917.31,143.8,0.0,2061.11,789.05
ORD-010290,2023-07-12,CUST-01265,,PROMO-014,Phone,Gift Card,Returned,4599.44,344.96,13.01,4957.41,2307.56
ORD-010291,2023-12-30,CUST-01824,,PROMO-007,Marketplace,Cash,Shipped,2608.34,195.63,0.91,2804.88,1286.83
ORD-010292,2024-04-10,CUST-01444,STORE-002,PROMO-014,Website,PayPal,Completed,478.36,35.88,4.17,518.41,279.73
ORD-010293,2024-11-28,CUST-01646,,PROMO-014,Mobile App,Apple Pay,Completed,82.53,6.19,12.38,101.1,38.47
ORD-010294,2023-02-15,CUST-01295,STORE-012,PROMO-014,In-Store,Gift Card,Completed,436.89,32.77,0.0,469.66,158.4
ORD-010295,2024-06-02,CUST-01309,STORE-005,PROMO-010,Marketplace,Debit Card,Completed,169.28,12.7,8.9,190.88,89.93
ORD-010296,2024-02-05,CUST-01687,,PROMO-014,Website,Cash,Shipped,2269.23,170.19,9.73,2449.15,823.04
ORD-010297,2023-03-02,CUST-02439,STORE-012,PROMO-014,Marketplace,Credit Card,Completed,2937.49,220.31,2.13,3159.93,1466.1
ORD-010298,2024-10-02,CUST-00900,STORE-009,PROMO-014,In-Store,Debit Card,Cancelled,3191.73,239.38,0.0,3431.11,1445.51
ORD-010299,2023-03-22,CUST-01445,STORE-003,PROMO-014,Marketplace,Gift Card,Completed,64.4,4.83,3.41,72.64,23.32
ORD-010300,2023-05-03,CUST-01184,,PROMO-014,Phone,Apple Pay,Completed,279.67,20.98,5.04,305.69,146.68
ORD-010301,2024-05-30,CUST-01093,,PROMO-014,Mobile App,Credit Card,Completed,269.71,20.23,10.71,300.65,115.29
ORD-010302,2023-08-19,CUST-01930,STORE-006,PROMO-014,In-Store,Cash,Completed,555.79,41.68,0.0,597.47,267.91
ORD-010303,2023-05-16,CUST-01397,,PROMO-014,Mobile App,Apple Pay,Completed,1178.14,88.36,2.85,1269.35,424.5
ORD-010304,2023-05-19,CUST-00377,STORE-015,PROMO-014,Phone,Debit Card,Shipped,3845.07,288.38,6.26,4139.71,1719.71
ORD-010305,2023-07-10,CUST-02178,,PROMO-014,Mobile App,Credit Card,Completed,140.38,10.53,7.29,158.2,55.5
ORD-010306,2024-10-07,CUST-00149,STORE-012,PROMO-014,Mobile App,Credit Card,Completed,296.8,22.26,15.54,334.6,95.51
ORD-010307,2024-11-17,CUST-00252,STORE-011,PROMO-014,In-Store,Debit Card,Returned,2067.37,155.05,0.0,2222.42,929.38
ORD-010308,2023-03-13,CUST-02185,,PROMO-014,Marketplace,PayPal,Completed,1909.33,143.2,4.09,2056.62,882.59
ORD-010309,2024-07-11,CUST-01419,,PROMO-014,Marketplace,Gift Card,Completed,1789.68,134.23,6.25,1930.16,770.8
ORD-010310,2023-09-06,CUST-00579,,PROMO-014,Mobile App,Debit Card,Completed,254.46,19.08,9.59,283.13,125.88
ORD-010311,2023-07-30,CUST-02492,STORE-002,PROMO-014,In-Store,Debit Card,Returned,9598.72,719.9,0.0,10318.62,4269.79
ORD-010312,2023-04-23,CUST-00852,,PROMO-014,Phone,Credit Card,Returned,721.37,54.1,7.69,783.16,336.53
ORD-010313,2024-06-04,CUST-00830,,PROMO-014,Phone,PayPal,Completed,127.23,9.54,12.34,149.11,62.94
ORD-010314,2024-07-15,CUST-02208,STORE-009,PROMO-014,Mobile App,PayPal,Completed,966.61,72.5,12.79,1051.9,466.24
ORD-010315,2023-12-07,CUST-00824,,PROMO-014,Website,Debit Card,Completed,381.78,28.63,8.16,418.57,183.4
ORD-010316,2023-05-27,CUST-01147,,PROMO-014,Website,Cash,Completed,745.6,55.92,8.13,809.65,377.48
ORD-010317,2024-09-11,CUST-00061,STORE-015,PROMO-011,In-Store,Credit Card,Completed,592.87,44.47,0.0,637.34,210.75
ORD-010318,2023-11-13,CUST-00672,,PROMO-014,Mobile App,Apple Pay,Processing,766.47,57.49,10.65,834.61,385.77
ORD-010319,2024-07-01,CUST-00169,,PROMO-014,Phone,Credit Card,Processing,421.95,31.65,5.49,459.09,187.13
ORD-010320,2024-09-02,CUST-01073,,PROMO-014,Phone,PayPal,Returned,526.26,39.47,13.03,578.76,239.32
ORD-010321,2023-07-08,CUST-02292,STORE-010,PROMO-014,In-Store,Cash,Completed,2583.56,193.77,0.0,2777.33,1148.7
ORD-010322,2023-09-17,CUST-01767,,PROMO-014,Marketplace,Debit Card,Completed,461.37,34.6,2.12,498.09,204.9
ORD-010323,2023-12-18,CUST-02774,STORE-013,PROMO-014,In-Store,Credit Card,Shipped,2156.46,161.73,0.0,2318.19,877.95
ORD-010324,2023-12-26,CUST-02968,STORE-007,PROMO-014,Marketplace,Cash,Completed,1330.54,99.79,3.88,1434.21,597.27
ORD-010325,2024-09-25,CUST-02782,,PROMO-014,Mobile App,Gift Card,Processing,3176.75,238.26,11.72,3426.73,1874.54
ORD-010326,2023-10-12,CUST-01388,STORE-005,PROMO-014,Phone,Debit Card,Completed,4111.56,308.37,6.57,4426.5,1295.82
ORD-010327,2023-01-31,CUST-00486,,PROMO-014,Marketplace,PayPal,Shipped,526.64,39.5,1.65,567.79,219.27
ORD-010328,2023-11-21,CUST-02520,STORE-001,PROMO-014,In-Store,Credit Card,Processing,82.53,6.19,0.0,88.72,38.47
ORD-010329,2024-11-29,CUST-02972,,PROMO-012,Mobile App,PayPal,Completed,2668.39,200.13,2.91,2871.43,1348.74
ORD-010330,2024-11-05,CUST-00478,STORE-008,PROMO-014,Marketplace,Debit Card,Cancelled,1554.65,116.6,7.49,1678.74,676.34
ORD-010331,2024-01-15,CUST-02847,,PROMO-008,Mobile App,Debit Card,Completed,2717.97,203.85,0.15,2921.97,1343.46
ORD-010332,2024-07-07,CUST-02170,,PROMO-014,Mobile App,Credit Card,Shipped,220.29,16.52,10.12,246.93,96.62
ORD-010333,2023-07-13,CUST-01196,STORE-009,PROMO-014,In-Store,Credit Card,Shipped,1696.9,127.27,0.0,1824.17,982.25
ORD-010334,2023-10-26,CUST-00714,,PROMO-014,Mobile App,Debit Card,Returned,1141.95,85.65,6.72,1234.32,496.73
ORD-010335,2023-08-20,CUST-01406,,PROMO-014,Marketplace,Apple Pay,Processing,2518.2,188.86,4.66,2711.72,1088.85
ORD-010336,2024-04-21,CUST-00266,STORE-012,PROMO-014,In-Store,Cash,Completed,4176.76,313.26,0.0,4490.02,2012.75
ORD-010337,2023-10-24,CUST-02184,STORE-003,PROMO-014,In-Store,Cash,Completed,2041.68,153.13,0.0,2194.81,813.6
ORD-010338,2023-02-08,CUST-00650,STORE-013,PROMO-014,Mobile App,Credit Card,Processing,625.54,46.92,14.35,686.81,370.66
ORD-010339,2024-05-20,CUST-01395,,PROMO-014,Mobile App,PayPal,Returned,208.75,15.66,1.44,225.85,100.65
ORD-010340,2024-12-21,CUST-00475,,PROMO-014,Website,PayPal,Processing,146.21,10.97,12.17,169.35,85.19
ORD-010341,2024-02-21,CUST-01457,STORE-004,PROMO-014,In-Store,Gift Card,Completed,1581.93,118.64,0.0,1700.57,660.92
ORD-010342,2023-06-15,CUST-01080,,PROMO-014,Mobile App,Cash,Completed,1773.86,133.04,6.07,1912.97,943.33
ORD-010343,2023-02-09,CUST-00820,,PROMO-014,Phone,Apple Pay,Completed,601.75,45.13,11.12,658.0,220.96
ORD-010344,2024-09-26,CUST-01066,STORE-002,PROMO-014,Mobile App,Credit Card,Completed,492.37,36.93,10.88,540.18,234.48
ORD-010345,2024-07-30,CUST-02433,STORE-004,PROMO-014,Marketplace,PayPal,Completed,2851.54,213.87,1.4,3066.81,1407.28
ORD-010346,2024-03-01,CUST-00450,,PROMO-014,Mobile App,Gift Card,Processing,4599.74,344.98,7.1,4951.82,2378.18
ORD-010347,2023-11-08,CUST-00019,,PROMO-014,Marketplace,Gift Card,Completed,2193.97,164.55,2.73,2361.25,928.33
ORD-010348,2023-04-12,CUST-01753,,PROMO-014,Phone,Gift Card,Completed,1450.21,108.77,5.57,1564.55,745.42
ORD-010349,2024-09-17,CUST-00706,STORE-009,PROMO-014,Phone,PayPal,Completed,3085.95,231.45,13.22,3330.62,1554.85
ORD-010350,2024-02-24,CUST-00808,STORE-008,PROMO-014,In-Store,Debit Card,Completed,98.11,7.36,0.0,105.47,29.86
ORD-010351,2024-09-10,CUST-01037,STORE-008,PROMO-014,Marketplace,PayPal,Completed,1239.04,92.93,0.75,1332.72,728.34
ORD-010352,2023-04-02,CUST-02194,STORE-009,PROMO-014,In-Store,Debit Card,Processing,859.64,64.47,0.0,924.11,292.28
ORD-010353,2023-02-25,CUST-00110,,PROMO-014,Marketplace,Debit Card,Processing,1739.88,130.49,15.64,1886.01,819.45
ORD-010354,2023-08-14,CUST-02426,,PROMO-014,Marketplace,Cash,Cancelled,7958.34,596.88,8.11,8563.33,3571.11
ORD-010355,2024-09-21,CUST-00271,,PROMO-014,Mobile App,Cash,Processing,470.66,35.3,12.67,518.63,207.16
ORD-010356,2024-01-30,CUST-00579,,PROMO-014,Phone,Credit Card,Processing,705.99,52.95,2.2,761.14,310.74
ORD-010357,2024-09-08,CUST-01452,,PROMO-011,Phone,Credit Card,Completed,1150.6,86.29,8.35,1245.24,515.09
ORD-010358,2024-10-10,CUST-00079,,PROMO-014,Mobile App,Credit Card,Processing,342.4,25.68,3.08,371.16,179.82
ORD-010359,2024-10-06,CUST-02584,,PROMO-014,Website,Apple Pay,Completed,269.73,20.23,4.01,293.97,118.31
ORD-010360,2024-04-12,CUST-00805,,PROMO-014,Website,PayPal,Shipped,641.25,48.09,2.02,691.36,326.59
ORD-010361,2024-01-20,CUST-00449,,PROMO-008,Mobile App,Credit Card,Cancelled,2973.42,223.01,9.01,3205.44,1392.34
ORD-010362,2024-05-04,CUST-00737,STORE-003,PROMO-014,Mobile App,Apple Pay,Shipped,1730.42,129.78,5.17,1865.37,655.22
ORD-010363,2023-04-20,CUST-00193,,PROMO-014,Website,Apple Pay,Returned,1516.95,113.77,14.47,1645.19,700.53
ORD-010364,2023-09-02,CUST-02860,STORE-011,PROMO-014,Website,PayPal,Completed,1365.25,102.39,8.93,1476.57,730.83
ORD-010365,2023-10-04,CUST-01709,,PROMO-014,Phone,Credit Card,Returned,229.26,17.19,1.98,248.43,131.07
ORD-010366,2024-07-30,CUST-01220,STORE-010,PROMO-014,Website,Apple Pay,Completed,29.91,2.24,11.4,43.55,13.55
ORD-010367,2023-01-08,CUST-01460,,PROMO-014,Marketplace,Gift Card,Completed,889.53,66.71,6.0,962.24,314.77
ORD-010368,2024-12-15,CUST-02121,STORE-014,PROMO-014,Website,PayPal,Cancelled,36.8,2.76,2.16,41.72,14.58
ORD-010369,2023-03-09,CUST-02196,,PROMO-014,Website,Gift Card,Completed,3592.76,269.46,4.33,3866.55,1749.39
ORD-010370,2024-04-24,CUST-01917,,PROMO-014,Website,Debit Card,Completed,1088.73,81.65,15.58,1185.96,387.21
ORD-010371,2023-07-06,CUST-00809,,PROMO-014,Marketplace,Credit Card,Cancelled,287.8,21.58,9.01,318.39,96.32
ORD-010372,2023-01-17,CUST-02705,,PROMO-014,Mobile App,Gift Card,Completed,1314.24,98.57,4.99,1417.8,782.28
ORD-010373,2024-07-07,CUST-02023,,PROMO-014,Marketplace,Credit Card,Completed,1463.62,109.77,9.1,1582.49,491.15
ORD-010374,2024-03-17,CUST-01005,STORE-006,PROMO-014,In-Store,Gift Card,Shipped,2469.66,185.22,0.0,2654.88,1275.32
ORD-010375,2024-06-21,CUST-01534,,PROMO-014,Mobile App,Apple Pay,Returned,898.22,67.37,13.24,978.83,329.54
ORD-010376,2023-06-21,CUST-00636,,PROMO-014,Website,Apple Pay,Completed,884.77,66.36,10.49,961.62,463.87
ORD-010377,2023-07-06,CUST-00277,,PROMO-014,Marketplace,Apple Pay,Returned,1596.13,119.71,1.77,1717.61,802.93
ORD-010378,2023-05-16,CUST-00937,,PROMO-014,Mobile App,Debit Card,Cancelled,2748.15,206.11,6.5,2960.76,1137.97
ORD-010379,2023-06-05,CUST-00157,,PROMO-014,Marketplace,Apple Pay,Completed,320.53,24.04,13.49,358.06,158.17
ORD-010380,2023-10-26,CUST-00021,,PROMO-014,Phone,Apple Pay,Shipped,946.11,70.96,8.93,1026.0,422.49
ORD-010381,2023-01-31,CUST-02002,,PROMO-014,Marketplace,PayPal,Processing,3024.56,226.84,14.09,3265.49,1103.4
ORD-010382,2024-10-28,CUST-02518,STORE-009,PROMO-014,Mobile App,Gift Card,Shipped,1533.89,115.04,14.18,1663.11,744.46
ORD-010383,2024-07-22,CUST-02451,,PROMO-014,Website,Apple Pay,Completed,2184.7,163.85,12.4,2360.95,1062.26
ORD-010384,2024-04-17,CUST-01074,,PROMO-014,Mobile App,Debit Card,Completed,628.81,47.16,6.35,682.32,264.26
ORD-010385,2023-10-19,CUST-01030,,PROMO-014,Website,PayPal,Completed,1498.68,112.4,14.72,1625.8,681.41
ORD-010386,2024-11-26,CUST-02468,STORE-014,PROMO-014,Website,Gift Card,Completed,1330.7,99.8,9.18,1439.68,562.04
ORD-010387,2023-08-06,CUST-02867,,PROMO-005,Phone,PayPal,Completed,2788.39,209.13,7.3,3004.82,1053.18
ORD-010388,2023-07-14,CUST-01024,,PROMO-014,Mobile App,PayPal,Completed,82.53,6.19,1.79,90.51,38.47
ORD-010389,2024-08-17,CUST-00393,STORE-011,PROMO-014,In-Store,Cash,Completed,4238.01,317.85,0.0,4555.86,2241.05
ORD-010390,2024-03-26,CUST-01549,,PROMO-014,Marketplace,PayPal,Completed,4181.67,313.63,12.44,4507.74,1333.89
ORD-010391,2024-03-29,CUST-01537,STORE-010,PROMO-009,Marketplace,Debit Card,Completed,929.4,69.7,10.68,1009.78,410.08
ORD-010392,2023-05-16,CUST-01781,,PROMO-014,Phone,Apple Pay,Completed,394.82,29.61,2.53,426.96,221.82
ORD-010393,2024-07-06,CUST-00868,STORE-001,PROMO-014,Website,Gift Card,Completed,1030.28,77.27,11.46,1119.01,524.6
ORD-010394,2023-01-17,CUST-00382,STORE-015,PROMO-014,In-Store,Cash,Completed,127.62,9.57,0.0,137.19,56.32
ORD-010395,2024-09-02,CUST-02422,STORE-008,PROMO-014,In-Store,Debit Card,Completed,1625.82,121.94,0.0,1747.76,767.27
ORD-010396,2023-02-19,CUST-00291,,PROMO-014,Phone,Debit Card,Returned,1101.19,82.59,12.66,1196.44,567.06
ORD-010397,2024-07-07,CUST-02270,,PROMO-014,Mobile App,Credit Card,Completed,232.43,17.43,12.12,261.98,127.22
ORD-010398,2023-06-04,CUST-02645,STORE-015,PROMO-014,In-Store,Debit Card,Processing,494.13,37.06,0.0,531.19,209.27
ORD-010399,2023-07-02,CUST-00890,,PROMO-004,Phone,Gift Card,Returned,3318.56,248.89,5.07,3572.52,1835.13
ORD-010400,2023-08-05,CUST-01388,,PROMO-014,Marketplace,Gift Card,Completed,458.15,34.36,6.91,499.42,141.89
ORD-010401,2023-10-26,CUST-00404,STORE-007,PROMO-014,In-Store,Debit Card,Completed,210.72,15.8,0.0,226.52,63.6
ORD-010402,2023-01-24,CUST-02261,,PROMO-014,Marketplace,Credit Card,Completed,3552.34,266.43,11.85,3830.62,1608.72
ORD-010403,2023-06-03,CUST-02704,STORE-006,PROMO-014,Website,PayPal,Processing,128.15,9.61,4.18,141.94,70.27
ORD-010404,2023-04-02,CUST-02719,,PROMO-014,Phone,PayPal,Shipped,1738.38,130.38,2.6,1871.36,735.72
ORD-010405,2023-10-28,CUST-00903,,PROMO-014,Phone,PayPal,Shipped,5259.6,394.47,10.83,5664.9,2177.62
ORD-010406,2024-11-05,CUST-02494,,PROMO-014,Website,Credit Card,Completed,1348.54,101.14,10.49,1460.17,709.57
ORD-010407,2024-09-05,CUST-02657,,PROMO-014,Website,PayPal,Returned,1731.59,129.87,1.06,1862.52,592.96
ORD-010408,2024-07-11,CUST-02000,STORE-006,PROMO-014,In-Store,Credit Card,Returned,329.62,24.72,0.0,354.34,170.36
ORD-010409,2023-01-08,CUST-01428,,PROMO-014,Website,Cash,Completed,866.65,65.0,10.34,941.99,423.42
ORD-010410,2024-04-17,CUST-00837,,PROMO-014,Phone,Cash,Completed,1870.15,140.26,6.65,2017.06,955.21
ORD-010411,2023-11-21,CUST-01472,STORE-004,PROMO-014,In-Store,Credit Card,Cancelled,3480.67,261.05,0.0,3741.72,1434.95
ORD-010412,2023-11-05,CUST-02980,,PROMO-014,Mobile App,Gift Card,Shipped,296.44,22.23,9.44,328.11,176.2
ORD-010413,2023-02-06,CUST-00285,STORE-005,PROMO-014,In-Store,Gift Card,Processing,161.22,12.09,0.0,173.31,84.75
ORD-010414,2023-02-23,CUST-01843,,PROMO-014,Website,Debit Card,Shipped,1141.57,85.62,3.97,1231.16,646.44
ORD-010415,2023-03-01,CUST-00990,,PROMO-014,Website,PayPal,Cancelled,126.27,9.47,9.27,145.01,48.32
ORD-010416,2023-03-09,CUST-02313,,PROMO-014,Marketplace,PayPal,Completed,2129.76,159.73,4.17,2293.66,937.58
ORD-010417,2024-01-30,CUST-00075,,PROMO-014,Phone,Debit Card,Completed,619.52,46.46,10.74,676.72,364.17
ORD-010418,2023-05-29,CUST-01215,,PROMO-014,Website,Debit Card,Cancelled,1013.55,76.02,12.08,1101.65,432.42
ORD-010419,2023-08-29,CUST-01548,STORE-013,PROMO-005,Website,Gift Card,Shipped,514.35,38.58,12.64,565.57,301.81
ORD-010420,2023-08-23,CUST-02221,STORE-015,PROMO-014,In-Store,Credit Card,Cancelled,3904.38,292.83,0.0,4197.21,1991.87
ORD-010421,2023-08-29,CUST-01762,,PROMO-014,Website,Gift Card,Returned,2394.75,179.61,10.44,2584.8,963.36
ORD-010422,2024-04-20,CUST-00801,STORE-006,PROMO-014,In-Store,Cash,Completed,136.68,10.25,0.0,146.93,69.92
ORD-010423,2023-02-08,CUST-02134,,PROMO-014,Marketplace,Apple Pay,Processing,604.95,45.37,10.99,661.31,247.27
ORD-010424,2023-09-13,CUST-01112,,PROMO-014,Phone,Credit Card,Completed,1441.7,108.13,11.61,1561.44,755.16
ORD-010425,2024-10-13,CUST-02882,STORE-003,PROMO-014,Website,Cash,Processing,917.68,68.83,7.03,993.54,483.0
ORD-010426,2024-06-14,CUST-01495,,PROMO-014,Marketplace,Cash,Completed,476.54,35.74,3.85,516.13,211.16
ORD-010427,2023-08-21,CUST-01237,,PROMO-014,Website,PayPal,Completed,855.54,64.17,12.06,931.77,350.88
ORD-010428,2023-02-06,CUST-00880,STORE-012,PROMO-014,Phone,Debit Card,Completed,1372.86,102.96,14.01,1489.83,773.28
ORD-010429,2024-10-26,CUST-00166,,PROMO-014,Website,Credit Card,Completed,858.2,64.36,12.73,935.29,490.06
ORD-010430,2023-07-20,CUST-01709,,PROMO-014,Mobile App,Debit Card,Completed,68.57,5.14,7.26,80.97,34.37
ORD-010431,2023-09-16,CUST-00994,STORE-001,PROMO-014,Mobile App,Gift Card,Cancelled,3191.52,239.36,6.06,3436.94,1628.72
ORD-010432,2024-08-07,CUST-02340,STORE-013,PROMO-014,In-Store,Cash,Shipped,1227.94,92.1,0.0,1320.04,606.94
ORD-010433,2023-11-05,CUST-01131,,PROMO-014,Marketplace,Apple Pay,Shipped,145.86,10.94,9.11,165.91,64.53
ORD-010434,2024-03-26,CUST-00808,STORE-003,PROMO-009,Phone,Apple Pay,Shipped,135.94,10.2,6.94,153.08,74.17
ORD-010435,2024-12-14,CUST-00264,,PROMO-014,Marketplace,Cash,Cancelled,2265.97,169.95,5.72,2441.64,1134.31
ORD-010436,2023-10-29,CUST-01668,STORE-003,PROMO-014,In-Store,Cash,Completed,140.38,10.53,0.0,150.91,55.5
ORD-010437,2023-10-14,CUST-02226,STORE-004,PROMO-014,Mobile App,Gift Card,Processing,3306.25,247.97,6.99,3561.21,1479.08
ORD-010438,2024-05-06,CUST-01360,,PROMO-014,Marketplace,Debit Card,Completed,2860.02,214.5,13.86,3088.38,1025.05
ORD-010439,2024-11-23,CUST-00812,STORE-014,PROMO-014,In-Store,Debit Card,Returned,1321.18,99.09,0.0,1420.27,774.92
ORD-010440,2023-08-01,CUST-02487,STORE-004,PROMO-014,Mobile App,Apple Pay,Returned,6356.84,476.76,15.64,6849.24,2789.07
ORD-010441,2024-02-20,CUST-01270,,PROMO-014,Mobile App,Credit Card,Completed,3502.12,262.66,6.58,3771.36,1585.26
ORD-010442,2023-04-02,CUST-00890,,PROMO-014,Mobile App,Cash,Cancelled,939.25,70.44,11.77,1021.46,422.49
ORD-010443,2024-03-27,CUST-01249,,PROMO-014,Website,Cash,Processing,7.84,0.59,5.31,13.74,4.08
ORD-010444,2023-04-07,CUST-00417,STORE-005,PROMO-014,Phone,Debit Card,Returned,259.6,19.47,8.44,287.51,143.23
ORD-010445,2023-07-13,CUST-02331,,PROMO-014,Marketplace,Debit Card,Completed,2183.68,163.78,6.82,2354.28,1094.14
ORD-010446,2024-02-02,CUST-00736,STORE-002,PROMO-014,In-Store,Debit Card,Completed,5854.16,439.06,0.0,6293.22,2296.7
ORD-010447,2023-09-02,CUST-02341,,PROMO-014,Website,Debit Card,Cancelled,1901.51,142.61,3.07,2047.19,933.9
ORD-010448,2024-02-02,CUST-00364,,PROMO-014,Mobile App,Apple Pay,Cancelled,8973.07,672.98,1.6,9647.65,4460.56
ORD-010449,2024-01-14,CUST-00672,,PROMO-014,Website,Apple Pay,Cancelled,4628.81,347.16,13.97,4989.94,2058.13
ORD-010450,2024-09-26,CUST-02055,,PROMO-014,Phone,Apple Pay,Shipped,2527.72,189.58,2.35,2719.65,1493.66
ORD-010451,2024-09-21,CUST-01574,,PROMO-014,Website,Gift Card,Completed,466.57,34.99,4.43,505.99,200.25
ORD-010452,2023-05-26,CUST-01065,,PROMO-014,Marketplace,Apple Pay,Cancelled,2062.68,154.7,7.21,2224.59,941.68
ORD-010453,2023-08-19,CUST-01134,STORE-004,PROMO-005,In-Store,Cash,Completed,841.48,63.11,0.0,904.59,338.05
ORD-010454,2023-07-25,CUST-00736,STORE-005,PROMO-014,In-Store,Debit Card,Completed,1280.12,96.01,0.0,1376.13,734.25
ORD-010455,2024-02-15,CUST-00774,,PROMO-014,Website,Debit Card,Completed,70.1,5.26,3.41,78.77,33.6
ORD-010456,2023-02-09,CUST-02776,STORE-001,PROMO-014,In-Store,Debit Card,Cancelled,309.7,23.23,0.0,332.93,118.68
ORD-010457,2023-12-30,CUST-02272,STORE-014,PROMO-007,Website,Cash,Returned,247.84,18.59,3.19,269.62,111.26
ORD-010458,2024-05-31,CUST-01351,STORE-004,PROMO-014,In-Store,Debit Card,Returned,655.71,49.18,0.0,704.89,269.14
ORD-010459,2023-07-15,CUST-01949,STORE-014,PROMO-014,In-Store,Cash,Cancelled,626.2,46.96,0.0,673.16,303.82
ORD-010460,2023-09-03,CUST-01104,,PROMO-014,Phone,Credit Card,Cancelled,5518.23,413.87,5.7,5937.8,2618.87
ORD-010461,2023-09-20,CUST-02371,,PROMO-014,Mobile App,Debit Card,Completed,619.52,46.46,1.06,667.04,364.17
ORD-010462,2024-02-02,CUST-02477,STORE-007,PROMO-014,Marketplace,Apple Pay,Completed,1176.5,88.24,13.81,1278.55,615.18
ORD-010463,2024-03-08,CUST-00480,STORE-003,PROMO-014,Phone,Cash,Processing,542.72,40.7,15.34,598.76,173.52
ORD-010464,2023-04-16,CUST-01289,STORE-013,PROMO-014,Mobile App,Gift Card,Completed,786.78,59.01,8.08,853.87,351.63
ORD-010465,2024-07-07,CUST-02375,,PROMO-014,Marketplace,Cash,Completed,561.52,42.11,14.54,618.17,222.0
ORD-010466,2024-02-24,CUST-00081,STORE-009,PROMO-014,Phone,Credit Card,Processing,1817.88,136.34,2.35,1956.57,808.8
ORD-010467,2024-12-27,CUST-02678,,PROMO-014,Phone,Debit Card,Completed,263.35,19.75,8.18,291.28,152.28
ORD-010468,2024-08-10,CUST-00645,,PROMO-014,Website,Credit Card,Cancelled,3330.05,249.75,3.57,3583.37,1658.29
ORD-010469,2023-08-26,CUST-00871,,PROMO-005,Website,Gift Card,Returned,521.82,39.14,12.57,573.53,185.08
ORD-010470,2023-02-07,CUST-02390,,PROMO-014,Mobile App,Debit Card,Completed,430.55,32.29,6.15,468.99,175.06
ORD-010471,2024-07-18,CUST-02662,STORE-008,PROMO-014,In-Store,Gift Card,Completed,1984.3,148.82,0.0,2133.12,1062.24
ORD-010472,2023-06-11,CUST-02283,STORE-001,PROMO-014,In-Store,Cash,Completed,383.92,28.79,0.0,412.71,178.16
ORD-010473,2023-01-29,CUST-01215,STORE-014,PROMO-014,Mobile App,Apple Pay,Returned,4703.82,352.79,0.09,5056.7,1611.92
ORD-010474,2024-01-30,CUST-00937,STORE-001,PROMO-014,In-Store,Cash,Completed,1282.89,96.22,0.0,1379.11,596.39
ORD-010475,2024-01-23,CUST-02427,,PROMO-014,Mobile App,Cash,Completed,1216.19,91.21,11.33,1318.73,628.69
ORD-010476,2023-03-06,CUST-01397,STORE-008,PROMO-014,Phone,Apple Pay,Processing,54.26,4.07,11.27,69.6,30.23
ORD-010477,2024-09-07,CUST-00235,,PROMO-011,Mobile App,Cash,Completed,1021.59,76.62,0.95,1099.16,501.18
ORD-010478,2024-09-02,CUST-00096,STORE-010,PROMO-011,Website,Debit Card,Completed,3665.9,274.94,3.33,3944.17,1744.7
ORD-010479,2023-04-27,CUST-00618,STORE-001,PROMO-014,In-Store,Credit Card,Completed,2232.82,167.46,0.0,2400.28,756.44
ORD-010480,2024-04-14,CUST-01123,STORE-004,PROMO-014,Marketplace,Cash,Shipped,2870.44,215.28,15.57,3101.29,1403.85
ORD-010481,2023-01-27,CUST-01841,STORE-005,PROMO-014,Phone,Debit Card,Completed,1831.61,137.37,3.54,1972.52,863.52
ORD-010482,2023-12-07,CUST-01456,STORE-009,PROMO-014,Marketplace,Apple Pay,Completed,168.04,12.6,4.21,184.85,90.16
ORD-010483,2024-03-21,CUST-01297,,PROMO-009,Marketplace,Debit Card,Completed,1911.04,143.33,13.72,2068.09,791.32
ORD-010484,2023-12-30,CUST-01037,STORE-002,PROMO-014,Website,Gift Card,Processing,1141.88,85.64,8.89,1236.41,462.67
ORD-010485,2023-11-16,CUST-01649,,PROMO-014,Marketplace,Debit Card,Completed,7039.13,527.93,13.54,7580.6,3548.06
ORD-010486,2024-09-21,CUST-00219,,PROMO-014,Website,Apple Pay,Returned,6185.49,463.91,13.36,6662.76,3004.98
ORD-010487,2023-10-03,CUST-00499,STORE-002,PROMO-014,Website,PayPal,Completed,1956.06,146.7,9.08,2111.84,936.56
ORD-010488,2023-01-11,CUST-02585,,PROMO-001,Mobile App,Apple Pay,Cancelled,2742.56,205.69,6.26,2954.51,1485.62
